PRISM Time Series Data,,,,,,
Locations: 292,,,,,,
"Climate variables: ppt,tmean",,,,,,
EH2,-72.3364,44.5358,1223,September,3.75,57
EH2,-72.3364,44.5358,1223,October,4.56,44.8
EH2,-72.3364,44.5358,1223,November,3.51,32.9
EH2,-72.3364,44.5358,1223,December,3.67,21.6
EH2,-72.3364,44.5358,1223,Annual,45.59,41.4
,,,,,,
EH3,-72.3364,44.5348,1220,January,2.99,14.3
EH3,-72.3364,44.5348,1220,February,2.59,16.4
EH3,-72.3364,44.5348,1220,March,2.98,25.8
EH3,-72.3364,44.5348,1220,April,3.6,39.7
EH3,-72.3364,44.5348,1220,May,4.04,52.6
EH3,-72.3364,44.5348,1220,June,4.7,61.5
EH3,-72.3364,44.5348,1220,July,4.9,66.2
EH3,-72.3364,44.5348,1220,August,4.25,64.4
EH3,-72.3364,44.5348,1220,September,3.74,57
EH3,-72.3364,44.5348,1220,October,4.56,44.8
EH3,-72.3364,44.5348,1220,November,3.51,32.9
EH3,-72.3364,44.5348,1220,December,3.67,21.6
EH3,-72.3364,44.5348,1220,Annual,45.54,41.4
,,,,,,
EH4,-72.3355,44.5346,1216,January,2.99,14.2
EH4,-72.3355,44.5346,1216,February,2.59,16.3
EH4,-72.3355,44.5346,1216,March,2.98,25.8
EH4,-72.3355,44.5346,1216,April,3.6,39.7
EH4,-72.3355,44.5346,1216,May,4.04,52.6
EH4,-72.3355,44.5346,1216,June,4.7,61.5
EH4,-72.3355,44.5346,1216,July,4.9,66.2
EH4,-72.3355,44.5346,1216,August,4.25,64.4
EH4,-72.3355,44.5346,1216,September,3.74,57
EH4,-72.3355,44.5346,1216,October,4.56,44.8
EH4,-72.3355,44.5346,1216,November,3.5,32.9
EH4,-72.3355,44.5346,1216,December,3.67,21.6
EH4,-72.3355,44.5346,1216,Annual,45.53,41.4
,,,,,,
EH5,-72.3357,44.5346,1217,January,2.99,14.2
EH5,-72.3357,44.5346,1217,February,2.59,16.3
EH5,-72.3357,44.5346,1217,March,2.98,25.8
EH5,-72.3357,44.5346,1217,April,3.6,39.7
EH5,-72.3357,44.5346,1217,May,4.04,52.6
EH5,-72.3357,44.5346,1217,June,4.7,61.5
EH5,-72.3357,44.5346,1217,July,4.9,66.2
EH5,-72.3357,44.5346,1217,August,4.25,64.4
EH5,-72.3357,44.5346,1217,September,3.74,57
EH5,-72.3357,44.5346,1217,October,4.56,44.8
EH5,-72.3357,44.5346,1217,November,3.5,32.9
EH5,-72.3357,44.5346,1217,December,3.67,21.6
EH5,-72.3357,44.5346,1217,Annual,45.53,41.4
,,,,,,
EH6,-72.3348,44.5352,1217,January,2.99,14.2
EH6,-72.3348,44.5352,1217,February,2.59,16.3
EH6,-72.3348,44.5352,1217,March,2.98,25.8
EH6,-72.3348,44.5352,1217,April,3.6,39.7
EH6,-72.3348,44.5352,1217,May,4.04,52.6
EH6,-72.3348,44.5352,1217,June,4.7,61.5
EH6,-72.3348,44.5352,1217,July,4.9,66.2
EH6,-72.3348,44.5352,1217,August,4.26,64.4
EH6,-72.3348,44.5352,1217,September,3.75,57
EH6,-72.3348,44.5352,1217,October,4.56,44.8
EH6,-72.3348,44.5352,1217,November,3.51,32.9
EH6,-72.3348,44.5352,1217,December,3.67,21.6
EH6,-72.3348,44.5352,1217,Annual,45.55,41.4
,,,,,,
L1,-73.2807,43.7134,298,January,2.42,20.4
L1,-73.2807,43.7134,298,February,2.01,22.4
L1,-73.2807,43.7134,298,March,2.61,31.9
L1,-73.2807,43.7134,298,April,3.12,45.1
L1,-73.2807,43.7134,298,May,3.55,57
L1,-73.2807,43.7134,298,June,4.06,66.3
L1,-73.2807,43.7134,298,July,4.16,71
L1,-73.2807,43.7134,298,August,3.88,69.3
L1,-73.2807,43.7134,298,September,3.35,61.7
L1,-73.2807,43.7134,298,October,3.93,49.2
L1,-73.2807,43.7134,298,November,2.88,37.9
L1,-73.2807,43.7134,298,December,3.08,27.2
L1,-73.2807,43.7134,298,Annual,39.06,46.6
,,,,,,
L10,-73.2846,43.7107,260,January,2.47,20.4
L10,-73.2846,43.7107,260,February,2.03,22.5
L10,-73.2846,43.7107,260,March,2.64,32
L10,-73.2846,43.7107,260,April,3.14,45.2
L10,-73.2846,43.7107,260,May,3.55,57.1
L10,-73.2846,43.7107,260,June,4.05,66.5
L10,-73.2846,43.7107,260,July,4.16,71.2
L10,-73.2846,43.7107,260,August,3.88,69.5
L10,-73.2846,43.7107,260,September,3.34,61.8
L10,-73.2846,43.7107,260,October,3.95,49.3
L10,-73.2846,43.7107,260,November,2.88,38
L10,-73.2846,43.7107,260,December,3.1,27.3
L10,-73.2846,43.7107,260,Annual,39.18,46.7
,,,,,,
L11,-73.2831,43.7108,270,January,2.45,20.4
L11,-73.2831,43.7108,270,February,2.02,22.4
L11,-73.2831,43.7108,270,March,2.63,32
L11,-73.2831,43.7108,270,April,3.13,45.2
L11,-73.2831,43.7108,270,May,3.55,57.1
L11,-73.2831,43.7108,270,June,4.05,66.4
L11,-73.2831,43.7108,270,July,4.16,71.2
L11,-73.2831,43.7108,270,August,3.88,69.5
L11,-73.2831,43.7108,270,September,3.35,61.8
L11,-73.2831,43.7108,270,October,3.94,49.3
L11,-73.2831,43.7108,270,November,2.87,37.9
L11,-73.2831,43.7108,270,December,3.09,27.2
L11,-73.2831,43.7108,270,Annual,39.12,46.7
,,,,,,
L12,-73.2824,43.7107,270,January,2.45,20.4
L12,-73.2824,43.7107,270,February,2.02,22.4
L12,-73.2824,43.7107,270,March,2.63,32
L12,-73.2824,43.7107,270,April,3.13,45.2
L12,-73.2824,43.7107,270,May,3.55,57.1
L12,-73.2824,43.7107,270,June,4.05,66.4
L12,-73.2824,43.7107,270,July,4.16,71.2
L12,-73.2824,43.7107,270,August,3.88,69.5
L12,-73.2824,43.7107,270,September,3.35,61.8
L12,-73.2824,43.7107,270,October,3.94,49.3
L12,-73.2824,43.7107,270,November,2.87,37.9
L12,-73.2824,43.7107,270,December,3.09,27.2
L12,-73.2824,43.7107,270,Annual,39.12,46.7
,,,,,,
L2,-73.2806,43.713,296,January,2.43,20.4
L2,-73.2806,43.713,296,February,2.01,22.4
L2,-73.2806,43.713,296,March,2.61,31.9
L2,-73.2806,43.713,296,April,3.12,45.1
L2,-73.2806,43.713,296,May,3.55,57
L2,-73.2806,43.713,296,June,4.06,66.3
L2,-73.2806,43.713,296,July,4.16,71
L2,-73.2806,43.713,296,August,3.88,69.3
L2,-73.2806,43.713,296,September,3.35,61.7
L2,-73.2806,43.713,296,October,3.93,49.2
L2,-73.2806,43.713,296,November,2.88,37.9
L2,-73.2806,43.713,296,December,3.08,27.2
L2,-73.2806,43.713,296,Annual,39.06,46.6
,,,,,,
L3,-73.2814,43.7125,290,January,2.43,20.4
L3,-73.2814,43.7125,290,February,2.01,22.4
L3,-73.2814,43.7125,290,March,2.62,31.9
L3,-73.2814,43.7125,290,April,3.12,45.1
L3,-73.2814,43.7125,290,May,3.55,57
L3,-73.2814,43.7125,290,June,4.05,66.3
L3,-73.2814,43.7125,290,July,4.16,71.1
L3,-73.2814,43.7125,290,August,3.88,69.4
L3,-73.2814,43.7125,290,September,3.35,61.7
L3,-73.2814,43.7125,290,October,3.93,49.2
L3,-73.2814,43.7125,290,November,2.88,37.9
L3,-73.2814,43.7125,290,December,3.08,27.2
L3,-73.2814,43.7125,290,Annual,39.07,46.6
,,,,,,
L4,-73.2817,43.7117,282,January,2.44,20.4
L4,-73.2817,43.7117,282,February,2.01,22.4
L4,-73.2817,43.7117,282,March,2.62,31.9
L4,-73.2817,43.7117,282,April,3.12,45.2
L4,-73.2817,43.7117,282,May,3.55,57
L4,-73.2817,43.7117,282,June,4.05,66.4
L4,-73.2817,43.7117,282,July,4.16,71.1
L4,-73.2817,43.7117,282,August,3.88,69.4
L4,-73.2817,43.7117,282,September,3.35,61.8
L4,-73.2817,43.7117,282,October,3.94,49.2
L4,-73.2817,43.7117,282,November,2.88,37.9
L4,-73.2817,43.7117,282,December,3.08,27.2
L4,-73.2817,43.7117,282,Annual,39.09,46.7
,,,,,,
L5,-73.2853,43.7112,262,January,2.47,20.4
L5,-73.2853,43.7112,262,February,2.03,22.5
L5,-73.2853,43.7112,262,March,2.64,32
L5,-73.2853,43.7112,262,April,3.14,45.2
L5,-73.2853,43.7112,262,May,3.55,57.1
L5,-73.2853,43.7112,262,June,4.05,66.5
L5,-73.2853,43.7112,262,July,4.16,71.2
L5,-73.2853,43.7112,262,August,3.88,69.5
L5,-73.2853,43.7112,262,September,3.35,61.8
L5,-73.2853,43.7112,262,October,3.95,49.3
L5,-73.2853,43.7112,262,November,2.88,38
L5,-73.2853,43.7112,262,December,3.1,27.3
L5,-73.2853,43.7112,262,Annual,39.18,46.7
,,,,,,
L6,-73.2847,43.7122,267,January,2.46,20.4
L6,-73.2847,43.7122,267,February,2.03,22.4
L6,-73.2847,43.7122,267,March,2.63,32
L6,-73.2847,43.7122,267,April,3.13,45.2
L6,-73.2847,43.7122,267,May,3.55,57.1
L6,-73.2847,43.7122,267,June,4.06,66.5
L6,-73.2847,43.7122,267,July,4.16,71.2
L6,-73.2847,43.7122,267,August,3.88,69.5
L6,-73.2847,43.7122,267,September,3.35,61.8
L6,-73.2847,43.7122,267,October,3.94,49.3
L6,-73.2847,43.7122,267,November,2.88,37.9
L6,-73.2847,43.7122,267,December,3.1,27.2
L6,-73.2847,43.7122,267,Annual,39.17,46.7
,,,,,,
L7,-73.2842,43.7115,263,January,2.46,20.4
L7,-73.2842,43.7115,263,February,2.03,22.5
L7,-73.2842,43.7115,263,March,2.64,32
L7,-73.2842,43.7115,263,April,3.14,45.2
L7,-73.2842,43.7115,263,May,3.55,57.1
L7,-73.2842,43.7115,263,June,4.05,66.5
L7,-73.2842,43.7115,263,July,4.16,71.2
L7,-73.2842,43.7115,263,August,3.88,69.5
L7,-73.2842,43.7115,263,September,3.35,61.8
L7,-73.2842,43.7115,263,October,3.95,49.3
L7,-73.2842,43.7115,263,November,2.88,37.9
L7,-73.2842,43.7115,263,December,3.1,27.3
L7,-73.2842,43.7115,263,Annual,39.17,46.7
,,,,,,
L8,-73.2832,43.7113,275,January,2.45,20.4
L8,-73.2832,43.7113,275,February,2.02,22.4
L8,-73.2832,43.7113,275,March,2.63,31.9
L8,-73.2832,43.7113,275,April,3.13,45.2
L8,-73.2832,43.7113,275,May,3.55,57.1
L8,-73.2832,43.7113,275,June,4.05,66.4
L8,-73.2832,43.7113,275,July,4.16,71.2
L8,-73.2832,43.7113,275,August,3.88,69.4
L8,-73.2832,43.7113,275,September,3.35,61.8
L8,-73.2832,43.7113,275,October,3.94,49.3
L8,-73.2832,43.7113,275,November,2.87,37.9
L8,-73.2832,43.7113,275,December,3.09,27.2
L8,-73.2832,43.7113,275,Annual,39.11,46.7
,,,,,,
L9,-73.2853,43.7108,261,January,2.47,20.4
L9,-73.2853,43.7108,261,February,2.03,22.5
L9,-73.2853,43.7108,261,March,2.64,32
L9,-73.2853,43.7108,261,April,3.14,45.2
L9,-73.2853,43.7108,261,May,3.55,57.1
L9,-73.2853,43.7108,261,June,4.05,66.5
L9,-73.2853,43.7108,261,July,4.16,71.2
L9,-73.2853,43.7108,261,August,3.88,69.5
L9,-73.2853,43.7108,261,September,3.35,61.8
L9,-73.2853,43.7108,261,October,3.95,49.3
L9,-73.2853,43.7108,261,November,2.88,38
L9,-73.2853,43.7108,261,December,3.1,27.3
L9,-73.2853,43.7108,261,Annual,39.19,46.7
,,,,,,
LA1,-72.5077,43.9888,1483,January,2.75,16.2
LA1,-72.5077,43.9888,1483,February,2.28,18.3
LA1,-72.5077,43.9888,1483,March,2.76,26.6
LA1,-72.5077,43.9888,1483,April,3.22,40.1
LA1,-72.5077,43.9888,1483,May,3.45,52.5
LA1,-72.5077,43.9888,1483,June,4.55,61.1
LA1,-72.5077,43.9888,1483,July,4.95,65.5
LA1,-72.5077,43.9888,1483,August,4.33,64.1
LA1,-72.5077,43.9888,1483,September,3.61,56.8
LA1,-72.5077,43.9888,1483,October,4.12,45.1
LA1,-72.5077,43.9888,1483,November,3.05,33.8
LA1,-72.5077,43.9888,1483,December,3.35,22.8
LA1,-72.5077,43.9888,1483,Annual,42.4,41.9
,,,,,,
LA2,-72.5093,43.9889,1503,January,2.75,16.2
LA2,-72.5093,43.9889,1503,February,2.29,18.2
LA2,-72.5093,43.9889,1503,March,2.76,26.6
LA2,-72.5093,43.9889,1503,April,3.22,40.1
LA2,-72.5093,43.9889,1503,May,3.44,52.4
LA2,-72.5093,43.9889,1503,June,4.55,61
LA2,-72.5093,43.9889,1503,July,4.96,65.5
LA2,-72.5093,43.9889,1503,August,4.34,64
LA2,-72.5093,43.9889,1503,September,3.61,56.8
LA2,-72.5093,43.9889,1503,October,4.12,45.1
LA2,-72.5093,43.9889,1503,November,3.05,33.7
LA2,-72.5093,43.9889,1503,December,3.36,22.8
LA2,-72.5093,43.9889,1503,Annual,42.47,41.9
,,,,,,
LA3,-72.5079,43.9903,1504,January,2.75,16.2
LA3,-72.5079,43.9903,1504,February,2.28,18.2
LA3,-72.5079,43.9903,1504,March,2.76,26.6
LA3,-72.5079,43.9903,1504,April,3.22,40.1
LA3,-72.5079,43.9903,1504,May,3.45,52.4
LA3,-72.5079,43.9903,1504,June,4.56,61
LA3,-72.5079,43.9903,1504,July,4.96,65.5
LA3,-72.5079,43.9903,1504,August,4.34,64
LA3,-72.5079,43.9903,1504,September,3.61,56.7
LA3,-72.5079,43.9903,1504,October,4.12,45.1
LA3,-72.5079,43.9903,1504,November,3.05,33.7
LA3,-72.5079,43.9903,1504,December,3.36,22.8
LA3,-72.5079,43.9903,1504,Annual,42.47,41.9
,,,,,,
LA4,-72.5073,43.99,1497,January,2.75,16.2
LA4,-72.5073,43.99,1497,February,2.28,18.2
LA4,-72.5073,43.99,1497,March,2.76,26.6
LA4,-72.5073,43.99,1497,April,3.22,40.1
LA4,-72.5073,43.99,1497,May,3.45,52.5
LA4,-72.5073,43.99,1497,June,4.56,61
LA4,-72.5073,43.99,1497,July,4.96,65.5
LA4,-72.5073,43.99,1497,August,4.34,64
LA4,-72.5073,43.99,1497,September,3.61,56.8
LA4,-72.5073,43.99,1497,October,4.12,45.1
LA4,-72.5073,43.99,1497,November,3.05,33.7
LA4,-72.5073,43.99,1497,December,3.35,22.8
LA4,-72.5073,43.99,1497,Annual,42.45,41.9
,,,,,,
LA5,-72.507,43.9903,1499,January,2.75,16.2
LA5,-72.507,43.9903,1499,February,2.28,18.2
LA5,-72.507,43.9903,1499,March,2.76,26.6
LA5,-72.507,43.9903,1499,April,3.22,40.1
LA5,-72.507,43.9903,1499,May,3.45,52.4
LA5,-72.507,43.9903,1499,June,4.56,61
LA5,-72.507,43.9903,1499,July,4.96,65.5
LA5,-72.507,43.9903,1499,August,4.34,64
LA5,-72.507,43.9903,1499,September,3.61,56.8
LA5,-72.507,43.9903,1499,October,4.12,45.1
LA5,-72.507,43.9903,1499,November,3.05,33.7
LA5,-72.507,43.9903,1499,December,3.36,22.8
LA5,-72.507,43.9903,1499,Annual,42.46,41.9
,,,,,,
N1,-72.3248,43.7404,830,January,2.86,17.7
N1,-72.3248,43.7404,830,February,2.47,19.9
N1,-72.3248,43.7404,830,March,3.04,28.9
N1,-72.3248,43.7404,830,April,3.29,42.2
N1,-72.3248,43.7404,830,May,3.55,54.6
N1,-72.3248,43.7404,830,June,4.11,63.2
N1,-72.3248,43.7404,830,July,4.4,68.3
N1,-72.3248,43.7404,830,August,3.73,66.5
N1,-72.3248,43.7404,830,September,3.49,59.1
N1,-72.3248,43.7404,830,October,4.45,46.8
N1,-72.3248,43.7404,830,November,3.1,35.5
N1,-72.3248,43.7404,830,December,3.55,24.5
N1,-72.3248,43.7404,830,Annual,42.04,43.9
,,,,,,
N2,-72.3239,43.7402,826,January,2.86,17.7
N2,-72.3239,43.7402,826,February,2.47,20
N2,-72.3239,43.7402,826,March,3.04,28.9
N2,-72.3239,43.7402,826,April,3.29,42.2
N2,-72.3239,43.7402,826,May,3.54,54.6
N2,-72.3239,43.7402,826,June,4.11,63.3
N2,-72.3239,43.7402,826,July,4.39,68.3
N2,-72.3239,43.7402,826,August,3.72,66.5
N2,-72.3239,43.7402,826,September,3.49,59.1
N2,-72.3239,43.7402,826,October,4.45,46.8
N2,-72.3239,43.7402,826,November,3.1,35.5
N2,-72.3239,43.7402,826,December,3.55,24.5
N2,-72.3239,43.7402,826,Annual,42.01,44
,,,,,,
N3,-72.3246,43.7412,833,January,2.86,17.7
N3,-72.3246,43.7412,833,February,2.47,19.9
N3,-72.3246,43.7412,833,March,3.04,28.9
N3,-72.3246,43.7412,833,April,3.29,42.2
N3,-72.3246,43.7412,833,May,3.55,54.6
N3,-72.3246,43.7412,833,June,4.11,63.2
N3,-72.3246,43.7412,833,July,4.4,68.3
N3,-72.3246,43.7412,833,August,3.73,66.5
N3,-72.3246,43.7412,833,September,3.49,59.1
N3,-72.3246,43.7412,833,October,4.46,46.8
N3,-72.3246,43.7412,833,November,3.1,35.5
N3,-72.3246,43.7412,833,December,3.56,24.5
N3,-72.3246,43.7412,833,Annual,42.07,43.9
,,,,,,
N4,-72.3252,43.741,836,January,2.87,17.7
N4,-72.3252,43.741,836,February,2.47,19.9
N4,-72.3252,43.741,836,March,3.04,28.9
N4,-72.3252,43.741,836,April,3.29,42.2
N4,-72.3252,43.741,836,May,3.55,54.6
N4,-72.3252,43.741,836,June,4.11,63.2
N4,-72.3252,43.741,836,July,4.4,68.2
N4,-72.3252,43.741,836,August,3.73,66.5
N4,-72.3252,43.741,836,September,3.49,59
N4,-72.3252,43.741,836,October,4.46,46.8
N4,-72.3252,43.741,836,November,3.11,35.5
N4,-72.3252,43.741,836,December,3.56,24.5
N4,-72.3252,43.741,836,Annual,42.08,43.9
,,,,,,
PR1,-73.2163,44.3191,318,January,2.37,19.3
PR1,-73.2163,44.3191,318,February,1.91,21.4
PR1,-73.2163,44.3191,318,March,2.5,30.6
PR1,-73.2163,44.3191,318,April,3.12,44
PR1,-73.2163,44.3191,318,May,3.64,56.6
PR1,-73.2163,44.3191,318,June,4.3,65.6
PR1,-73.2163,44.3191,318,July,4.26,70.6
PR1,-73.2163,44.3191,318,August,3.76,69
PR1,-73.2163,44.3191,318,September,3.58,61.3
PR1,-73.2163,44.3191,318,October,3.83,48.9
PR1,-73.2163,44.3191,318,November,2.94,38
PR1,-73.2163,44.3191,318,December,2.83,26.8
PR1,-73.2163,44.3191,318,Annual,39.02,46
,,,,,,
PR2,-73.2148,44.318,319,January,2.37,19.3
PR2,-73.2148,44.318,319,February,1.91,21.3
PR2,-73.2148,44.318,319,March,2.5,30.6
PR2,-73.2148,44.318,319,April,3.12,44
PR2,-73.2148,44.318,319,May,3.64,56.6
PR2,-73.2148,44.318,319,June,4.3,65.6
PR2,-73.2148,44.318,319,July,4.26,70.6
PR2,-73.2148,44.318,319,August,3.76,69
PR2,-73.2148,44.318,319,September,3.57,61.2
PR2,-73.2148,44.318,319,October,3.83,48.9
PR2,-73.2148,44.318,319,November,2.94,38
PR2,-73.2148,44.318,319,December,2.83,26.8
PR2,-73.2148,44.318,319,Annual,39.02,46
,,,,,,
PR3,-73.2148,44.3181,319,January,2.37,19.3
PR3,-73.2148,44.3181,319,February,1.91,21.3
PR3,-73.2148,44.3181,319,March,2.5,30.6
PR3,-73.2148,44.3181,319,April,3.12,44
PR3,-73.2148,44.3181,319,May,3.64,56.6
PR3,-73.2148,44.3181,319,June,4.3,65.6
PR3,-73.2148,44.3181,319,July,4.26,70.6
PR3,-73.2148,44.3181,319,August,3.76,69
PR3,-73.2148,44.3181,319,September,3.57,61.2
PR3,-73.2148,44.3181,319,October,3.83,48.9
PR3,-73.2148,44.3181,319,November,2.94,38
PR3,-73.2148,44.3181,319,December,2.83,26.8
PR3,-73.2148,44.3181,319,Annual,39.02,46
,,,,,,
PR4,-73.2145,44.3194,316,January,2.37,19.3
PR4,-73.2145,44.3194,316,February,1.91,21.4
PR4,-73.2145,44.3194,316,March,2.5,30.6
PR4,-73.2145,44.3194,316,April,3.12,44
PR4,-73.2145,44.3194,316,May,3.64,56.6
PR4,-73.2145,44.3194,316,June,4.3,65.6
PR4,-73.2145,44.3194,316,July,4.26,70.6
PR4,-73.2145,44.3194,316,August,3.76,69
PR4,-73.2145,44.3194,316,September,3.58,61.3
PR4,-73.2145,44.3194,316,October,3.83,48.9
PR4,-73.2145,44.3194,316,November,2.94,38
PR4,-73.2145,44.3194,316,December,2.83,26.8
PR4,-73.2145,44.3194,316,Annual,39.03,46
,,,,,,
PR5,-73.2135,44.3193,315,January,2.37,19.3
PR5,-73.2135,44.3193,315,February,1.91,21.4
PR5,-73.2135,44.3193,315,March,2.5,30.6
PR5,-73.2135,44.3193,315,April,3.12,44
PR5,-73.2135,44.3193,315,May,3.64,56.6
PR5,-73.2135,44.3193,315,June,4.3,65.6
PR5,-73.2135,44.3193,315,July,4.26,70.6
PR5,-73.2135,44.3193,315,August,3.76,69
PR5,-73.2135,44.3193,315,September,3.58,61.3
PR5,-73.2135,44.3193,315,October,3.83,48.9
PR5,-73.2135,44.3193,315,November,2.94,38
PR5,-73.2135,44.3193,315,December,2.83,26.8
PR5,-73.2135,44.3193,315,Annual,39.04,46
,,,,,,
SR1,-72.3052,44.7178,1574,January,3.33,14.3
SR1,-72.3052,44.7178,1574,February,2.93,16.4
SR1,-72.3052,44.7178,1574,March,3.33,25.4
SR1,-72.3052,44.7178,1574,April,3.76,39
SR1,-72.3052,44.7178,1574,May,4.34,52.3
SR1,-72.3052,44.7178,1574,June,5.02,61.1
SR1,-72.3052,44.7178,1574,July,5,65.9
SR1,-72.3052,44.7178,1574,August,4.81,64.2
SR1,-72.3052,44.7178,1574,September,3.96,56.8
SR1,-72.3052,44.7178,1574,October,4.86,44.5
SR1,-72.3052,44.7178,1574,November,3.83,32.4
SR1,-72.3052,44.7178,1574,December,4.09,20.9
SR1,-72.3052,44.7178,1574,Annual,49.26,41.1
,,,,,,
SR2,-72.3043,44.7183,1571,January,3.33,14.3
SR2,-72.3043,44.7183,1571,February,2.93,16.4
SR2,-72.3043,44.7183,1571,March,3.33,25.4
SR2,-72.3043,44.7183,1571,April,3.76,39
SR2,-72.3043,44.7183,1571,May,4.34,52.3
SR2,-72.3043,44.7183,1571,June,5.03,61.1
SR2,-72.3043,44.7183,1571,July,5,65.8
SR2,-72.3043,44.7183,1571,August,4.82,64.1
SR2,-72.3043,44.7183,1571,September,3.96,56.8
SR2,-72.3043,44.7183,1571,October,4.86,44.5
SR2,-72.3043,44.7183,1571,November,3.82,32.4
SR2,-72.3043,44.7183,1571,December,4.1,20.9
SR2,-72.3043,44.7183,1571,Annual,49.27,41.1
,,,,,,
SR3,-72.304,44.7174,1581,January,3.33,14.3
SR3,-72.304,44.7174,1581,February,2.93,16.4
SR3,-72.304,44.7174,1581,March,3.33,25.4
SR3,-72.304,44.7174,1581,April,3.76,39
SR3,-72.304,44.7174,1581,May,4.34,52.3
SR3,-72.304,44.7174,1581,June,5.03,61.1
SR3,-72.304,44.7174,1581,July,5.01,65.8
SR3,-72.304,44.7174,1581,August,4.83,64.1
SR3,-72.304,44.7174,1581,September,3.96,56.8
SR3,-72.304,44.7174,1581,October,4.86,44.5
SR3,-72.304,44.7174,1581,November,3.82,32.4
SR3,-72.304,44.7174,1581,December,4.1,20.9
SR3,-72.304,44.7174,1581,Annual,49.3,41.1
,,,,,,
SR4,-72.3054,44.7169,1579,January,3.33,14.3
SR4,-72.3054,44.7169,1579,February,2.93,16.4
SR4,-72.3054,44.7169,1579,March,3.33,25.4
SR4,-72.3054,44.7169,1579,April,3.76,39
SR4,-72.3054,44.7169,1579,May,4.34,52.3
SR4,-72.3054,44.7169,1579,June,5.02,61.1
SR4,-72.3054,44.7169,1579,July,5.01,65.8
SR4,-72.3054,44.7169,1579,August,4.81,64.2
SR4,-72.3054,44.7169,1579,September,3.96,56.8
SR4,-72.3054,44.7169,1579,October,4.86,44.5
SR4,-72.3054,44.7169,1579,November,3.83,32.4
SR4,-72.3054,44.7169,1579,December,4.09,20.9
SR4,-72.3054,44.7169,1579,Annual,49.27,41.1
,,,,,,
SR5,-72.3056,44.7169,1579,January,3.33,14.3
SR5,-72.3056,44.7169,1579,February,2.93,16.4
SR5,-72.3056,44.7169,1579,March,3.33,25.4
SR5,-72.3056,44.7169,1579,April,3.76,39
SR5,-72.3056,44.7169,1579,May,4.34,52.3
SR5,-72.3056,44.7169,1579,June,5.02,61.1
SR5,-72.3056,44.7169,1579,July,5.01,65.9
SR5,-72.3056,44.7169,1579,August,4.81,64.2
SR5,-72.3056,44.7169,1579,September,3.96,56.8
SR5,-72.3056,44.7169,1579,October,4.86,44.5
SR5,-72.3056,44.7169,1579,November,3.83,32.4
SR5,-72.3056,44.7169,1579,December,4.09,20.9
SR5,-72.3056,44.7169,1579,Annual,49.26,41.1
,,,,,,
T1,-72.9846,44.3149,676,January,2.66,18.1
T1,-72.9846,44.3149,676,February,2.09,20.1
T1,-72.9846,44.3149,676,March,2.85,29.2
T1,-72.9846,44.3149,676,April,3.72,42.5
T1,-72.9846,44.3149,676,May,4.35,55.1
T1,-72.9846,44.3149,676,June,5.03,64
T1,-72.9846,44.3149,676,July,4.92,68.8
T1,-72.9846,44.3149,676,August,4.34,67
T1,-72.9846,44.3149,676,September,3.88,59.4
T1,-72.9846,44.3149,676,October,4.55,47.3
T1,-72.9846,44.3149,676,November,3.42,36.5
T1,-72.9846,44.3149,676,December,3.16,25.5
T1,-72.9846,44.3149,676,Annual,44.97,44.5
,,,,,,
T2,-72.9862,44.3135,697,January,2.68,18.1
T2,-72.9862,44.3135,697,February,2.1,20
T2,-72.9862,44.3135,697,March,2.87,29.1
T2,-72.9862,44.3135,697,April,3.74,42.4
T2,-72.9862,44.3135,697,May,4.36,55.1
T2,-72.9862,44.3135,697,June,5.05,63.9
T2,-72.9862,44.3135,697,July,4.93,68.7
T2,-72.9862,44.3135,697,August,4.35,66.9
T2,-72.9862,44.3135,697,September,3.91,59.3
T2,-72.9862,44.3135,697,October,4.57,47.2
T2,-72.9862,44.3135,697,November,3.44,36.5
T2,-72.9862,44.3135,697,December,3.18,25.4
T2,-72.9862,44.3135,697,Annual,45.18,44.4
,,,,,,
T3,-72.985,44.3129,692,January,2.68,18.1
T3,-72.985,44.3129,692,February,2.1,20.1
T3,-72.985,44.3129,692,March,2.87,29.2
T3,-72.985,44.3129,692,April,3.74,42.4
T3,-72.985,44.3129,692,May,4.36,55.1
T3,-72.985,44.3129,692,June,5.05,63.9
T3,-72.985,44.3129,692,July,4.93,68.7
T3,-72.985,44.3129,692,August,4.35,66.9
T3,-72.985,44.3129,692,September,3.91,59.3
T3,-72.985,44.3129,692,October,4.57,47.3
T3,-72.985,44.3129,692,November,3.44,36.5
T3,-72.985,44.3129,692,December,3.18,25.4
T3,-72.985,44.3129,692,Annual,45.19,44.4
,,,,,,
V1,-72.3339,43.9679,1411,January,3.24,16.2
V1,-72.3339,43.9679,1411,February,2.64,18.4
V1,-72.3339,43.9679,1411,March,3.12,26.9
V1,-72.3339,43.9679,1411,April,3.64,40.1
V1,-72.3339,43.9679,1411,May,3.77,52.6
V1,-72.3339,43.9679,1411,June,4.79,61.2
V1,-72.3339,43.9679,1411,July,4.93,65.6
V1,-72.3339,43.9679,1411,August,4.34,64
V1,-72.3339,43.9679,1411,September,3.62,56.8
V1,-72.3339,43.9679,1411,October,4.75,45.1
V1,-72.3339,43.9679,1411,November,3.55,33.9
V1,-72.3339,43.9679,1411,December,3.99,22.9
V1,-72.3339,43.9679,1411,Annual,46.38,42
,,,,,,
V10,-72.3327,43.9689,1394,January,3.23,16.2
